cases.0.project.project_id,cases.0.samples.0.sample_id,cases.0.submitter_id,file_id,file_name,id
TCGA-BRCA,be694dea-a16a-4841-9588-89bba1b37dc6,TCGA-D8-A27I,0c0ddcd7-8b4c-4489-b642-e48c4ab4602a,d1ad6c3b-4e2a-40cd-b3e6-098b845d59cb.rna_seq.augmented_star_gene_counts.tsv,0c0ddcd7-8b4c-4489-b642-e48c4ab4602a
TCGA-BRCA,4dda3f93-216c-41d5-b1c0-85ee571d7759,TCGA-EW-A6S9,ca6e4602-bcd4-4299-bd31-37f585658b8a,1c3dbd2f-1c07-48cb-a844-0b1b3eb14e0d.rna_seq.augmented_star_gene_counts.tsv,ca6e4602-bcd4-4299-bd31-37f585658b8a
TCGA-BRCA,c7f97f19-47ae-48d3-a90a-0162d3975747,TCGA-AR-A24H,f2bf29d2-4c33-4810-90e8-88f37ea47bc8,139b1f70-02f6-4f5e-84b3-81d3677b3f8c.rna_seq.augmented_star_gene_counts.tsv,f2bf29d2-4c33-4810-90e8-88f37ea47bc8
TCGA-BRCA,1422b157-eec7-460e-96c8-9121847d283b,TCGA-XX-A89A,e25bb12b-f88b-41c5-951e-a36d4b94008f,73e13f2d-a557-47f2-85e2-7bb8e3a48ef9.rna_seq.augmented_star_gene_counts.tsv,e25bb12b-f88b-41c5-951e-a36d4b94008f
TCGA-BRCA,ece822af-ea84-419b-99f1-6ce53e4c1e8a,TCGA-E9-A5UO,71175258-a00a-4035-8f33-eb48bf04066f,c98940e5-aff4-4eec-9cd7-708584356a5f.rna_seq.augmented_star_gene_counts.tsv,71175258-a00a-4035-8f33-eb48bf04066f
TCGA-BRCA,3b999df5-526b-4270-a29d-a627eb64c727,TCGA-BH-A18G,ff1f2f31-8607-4627-b487-c5e39e7c30f5,deb7967f-9339-4bb1-ae0b-81a72a472bba.rna_seq.augmented_star_gene_counts.tsv,ff1f2f31-8607-4627-b487-c5e39e7c30f5
TCGA-BRCA,26f9a1ab-fa60-47f3-ac29-96acaa68fb4a,TCGA-E2-A1LB,63454d5d-a654-4be0-b812-dd5c98d07ea1,c63e3277-327a-4259-84f2-13d9a2c2d68a.rna_seq.augmented_star_gene_counts.tsv,63454d5d-a654-4be0-b812-dd5c98d07ea1
TCGA-BRCA,81bebbeb-bdb8-43f4-8113-b8f53425b725,TCGA-B6-A0IC,e2a43c17-8973-49bc-a1f3-30afa26ef5f1,4ac28e68-1f0c-4e95-bdb3-4afc7dcfc34c.rna_seq.augmented_star_gene_counts.tsv,e2a43c17-8973-49bc-a1f3-30afa26ef5f1
TCGA-BRCA,0ac12a02-8fe3-4c1b-a885-848aa924a339,TCGA-E2-A15S,064215bd-9ec9-4a16-8ea2-9c6604156398,af83a9af-a11f-4c29-a61f-8f0d2b5868c1.rna_seq.augmented_star_gene_counts.tsv,064215bd-9ec9-4a16-8ea2-9c6604156398
TCGA-BRCA,a172db3e-b6d5-4153-adec-9e772d6c1971,TCGA-GM-A3XG,fc1ea7f7-814a-43c5-a841-fb0c11734603,10ce58cf-c9ee-4be2-899d-4c20c788effc.rna_seq.augmented_star_gene_counts.tsv,fc1ea7f7-814a-43c5-a841-fb0c11734603
TCGA-BRCA,d79df987-e362-43f5-acbd-b19522bace7d,TCGA-AR-A24S,2abc5233-1389-4efb-ba21-de05251ab25a,b31c9e1c-be79-4264-81a3-40b67f1f0bde.rna_seq.augmented_star_gene_counts.tsv,2abc5233-1389-4efb-ba21-de05251ab25a
TCGA-BRCA,93ce6743-424b-4a1e-8748-e11756399b2b,TCGA-Z7-A8R5,ee447251-5c90-426f-a0c7-bd2041189761,06a03e45-7315-4a8d-9fef-d841a4a8043c.rna_seq.augmented_star_gene_counts.tsv,ee447251-5c90-426f-a0c7-bd2041189761
TCGA-BRCA,4ab470ca-b87c-448e-b4c6-48db22e39a39,TCGA-C8-A12X,9684fb22-becb-44dc-8d84-4c8540507c8c,13295142-1853-417f-a798-60c41fd90166.rna_seq.augmented_star_gene_counts.tsv,9684fb22-becb-44dc-8d84-4c8540507c8c
TCGA-BRCA,7bd968be-14ae-4a63-96d5-814d16072818,TCGA-A8-A07U,ad67e3a9-1751-4e6f-a962-2175f824f96d,68503654-dd77-48f1-abab-aca55258dca4.rna_seq.augmented_star_gene_counts.tsv,ad67e3a9-1751-4e6f-a962-2175f824f96d
TCGA-BRCA,bf0f55ac-2f35-4f8b-a1d9-c4e283fc7365,TCGA-A2-A0EV,75d5bcb2-3055-4b6a-822c-1aa37a9f1337,b8542fa9-5521-48bc-ae1b-4e12a1744e0d.rna_seq.augmented_star_gene_counts.tsv,75d5bcb2-3055-4b6a-822c-1aa37a9f1337
TCGA-BRCA,ea0b870f-324e-4d12-be78-1737ef7f80b5,TCGA-C8-A12T,befa225f-9fe9-412f-a503-449874cf52d8,9fb65d01-d51d-4cbb-99f3-a09f5d6c206b.rna_seq.augmented_star_gene_counts.tsv,befa225f-9fe9-412f-a503-449874cf52d8
TCGA-BRCA,5c703f38-38a5-4543-a964-88cf1d5ba2f1,TCGA-A2-A0ER,92fc6274-1d0f-4e1c-a124-9e5135753d99,52df14ea-5feb-481a-855e-0a6176744a73.rna_seq.augmented_star_gene_counts.tsv,92fc6274-1d0f-4e1c-a124-9e5135753d99
TCGA-BRCA,f549267b-0932-45f0-b7e6-c4a42cac50c8,TCGA-A2-A0YI,6d488c27-ae90-41d4-8ddb-01a8eb731f0e,619785ac-0041-4b26-a887-d8ca021eaab1.rna_seq.augmented_star_gene_counts.tsv,6d488c27-ae90-41d4-8ddb-01a8eb731f0e
TCGA-BRCA,4068463b-8568-4bdb-8db0-19390ec0c7f8,TCGA-D8-A1XA,26415014-f0fe-4b7c-b9dc-2a6f85d47a5e,231b4ae3-8543-47f4-a9f6-0ac26210b26d.rna_seq.augmented_star_gene_counts.tsv,26415014-f0fe-4b7c-b9dc-2a6f85d47a5e
TCGA-BRCA,72439e36-3c17-4a90-b3e1-8f6ccfd3dcd4,TCGA-A2-A0D2,64bfe46f-8152-4c70-b69d-ea412a4dfcff,b25117ce-5a14-4b43-bbfe-513b957464d0.rna_seq.augmented_star_gene_counts.tsv,64bfe46f-8152-4c70-b69d-ea412a4dfcff
TCGA-BRCA,caa51a8b-eadc-4d87-b0f8-f6ffc17723b5,TCGA-E2-A14N,0648c6fc-df6d-450a-a5a0-e5655febbdf1,f532a6be-de3e-420c-960a-23627589e7ad.rna_seq.augmented_star_gene_counts.tsv,0648c6fc-df6d-450a-a5a0-e5655febbdf1
TCGA-BRCA,7cd3890a-bac7-42d0-a615-4b0f862200b8,TCGA-A2-A04Y,59980021-265a-4817-b7ea-02908a52cbcb,2973fc8f-d20c-4cf3-b183-2ac32df73ae7.rna_seq.augmented_star_gene_counts.tsv,59980021-265a-4817-b7ea-02908a52cbcb
TCGA-BRCA,4584c7e2-8011-4231-a5e6-26a264f6d1b1,TCGA-D8-A1JA,4c9005a5-2cca-4cc3-9a6d-09eb76d780ab,fb9c23f2-8694-41ca-a126-a5a131abeac1.rna_seq.augmented_star_gene_counts.tsv,4c9005a5-2cca-4cc3-9a6d-09eb76d780ab
TCGA-BRCA,91202959-0b44-43ba-961c-58c9de842d76,TCGA-E9-A24A,b6bbcd01-c1a3-42b8-afe7-c17b987903b0,a3624554-07c8-41d7-9b6b-f4cbf9de9301.rna_seq.augmented_star_gene_counts.tsv,b6bbcd01-c1a3-42b8-afe7-c17b987903b0
